x-axis,1,2,3
second,Volt,Volt,Volt
-2.499990E+00,-5.025E-03,+3.286432E+00,-10.050E-03
-2.497490E+00,-5.025E-03,+3.286432E+00,-10.050E-03
-2.494990E+00,-5.025E-03,+3.286432E+00,-10.050E-03
-2.492490E+00,-5.025E-03,+3.286432E+00,-10.050E-03
-2.489990E+00,-5.025E-03,+3.286432E+00,-10.050E-03
-2.487490E+00,-5.025E-03,+3.286432E+00,-10.050E-03
-2.484990E+00,-5.025E-03,+3.281407E+00,-10.050E-03
-2.482490E+00,-5.025E-03,+3.286432E+00,-10.050E-03
-2.479990E+00,-5.025E-03,+3.286432E+00,-10.050E-03
-2.477490E+00,-5.025E-03,+3.281407E+00,-10.050E-03
-2.474990E+00,-5.025E-03,-15.075E-03,-10.050E-03
-2.472490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.469990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.467490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.464990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.462490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.459990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.457490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.454990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.452490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.449990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.447490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.444990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.442490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.439990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.437490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.434990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.432490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.429990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.427490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.424990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.422490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.419990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.417490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.414990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.412490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.409990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.407490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.404990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.402490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.399990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.397490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.394990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.392490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.389990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.387490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.384990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.382490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.379990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.377490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.374990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.372490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.369990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.367490E+00,-5.025E-03,-5.025E-03,-10.050E-03
-2.364990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.362490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.359990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.357490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.354990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.352490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.349990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.347490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.344990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.342490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.339990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.337490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.334990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.332490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.329990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.327490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.324990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.322490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.319990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.317490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.314990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.312490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.309990E+00,-5.025E-03,-10.050E-03,-5.025E-03
-2.307490E+00,-5.025E-03,-10.050E-03,-5.025E-03
-2.304990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.302490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.299990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.297490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.294990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.292490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.289990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.287490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.284990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.282490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.279990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.277490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.274990E+00,-5.025E-03,-10.050E-03,+3.266332E+00
-2.272490E+00,-5.025E-03,-10.050E-03,+3.266332E+00
-2.269990E+00,-5.025E-03,-10.050E-03,+3.266332E+00
-2.267490E+00,-5.025E-03,-10.050E-03,+3.266332E+00
-2.264990E+00,-5.025E-03,-10.050E-03,+3.266332E+00
-2.262490E+00,-5.025E-03,-5.025E-03,+3.266332E+00
-2.259990E+00,-5.025E-03,-10.050E-03,+3.266332E+00
-2.257490E+00,-5.025E-03,-10.050E-03,+3.266332E+00
-2.254990E+00,-5.025E-03,-10.050E-03,+3.266332E+00
-2.252490E+00,-5.025E-03,-10.050E-03,+3.266332E+00
-2.249990E+00,-5.025E-03,+3.286432E+00,-10.050E-03
-2.247490E+00,-5.025E-03,+3.286432E+00,-10.050E-03
-2.244990E+00,-5.025E-03,+3.286432E+00,-10.050E-03
-2.242490E+00,-5.025E-03,+3.286432E+00,-10.050E-03
-2.239990E+00,-5.025E-03,+3.286432E+00,-10.050E-03
-2.237490E+00,-5.025E-03,+3.286432E+00,-10.050E-03
-2.234990E+00,-5.025E-03,+3.286432E+00,-10.050E-03
-2.232490E+00,-5.025E-03,+3.286432E+00,-10.050E-03
-2.229990E+00,-5.025E-03,+3.286432E+00,-10.050E-03
-2.227490E+00,-5.025E-03,+3.286432E+00,-10.050E-03
-2.224990E+00,-5.025E-03,-15.075E-03,-10.050E-03
-2.222490E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.219990E+00,-5.025E-03,-10.050E-03,-10.050E-03
-2.217490E+00,-5.025E-03,-10.050E-03,-10.050E-03
