x-axis,1,2,3
second,Volt,Volt,Volt
-72.600E-06,+3.135678358E+00,+0.0E+00,+3.241205995E+00
-72.500E-06,+3.135678358E+00,+0.0E+00,+3.256281372E+00
-72.400E-06,+3.135678358E+00,+0.0E+00,+3.266331623E+00
-72.300E-06,+3.145728610E+00,+0.0E+00,+3.266331623E+00
-72.200E-06,+3.135678358E+00,+0.0E+00,+3.276381874E+00
-72.100E-06,+3.135678358E+00,+0.0E+00,+3.261306498E+00
-72.000E-06,+3.135678358E+00,+0.0E+00,+3.286432126E+00
-71.900E-06,+3.135678358E+00,+0.0E+00,+3.276381874E+00
-71.800E-06,+3.135678358E+00,+0.0E+00,+3.256281372E+00
-71.700E-06,+3.135678358E+00,+0.0E+00,+3.266331623E+00
-71.600E-06,+3.135678358E+00,-10.050251E-03,+3.286432126E+00
-71.500E-06,+3.135678358E+00,+0.0E+00,+3.231155744E+00
-71.400E-06,+3.135678358E+00,-10.050251E-03,+3.286432126E+00
-71.300E-06,+3.130653233E+00,+0.0E+00,+3.271356749E+00
-71.200E-06,+3.145728610E+00,-15.075377E-03,+3.251256247E+00
-71.100E-06,+3.140703484E+00,+0.0E+00,+3.271356749E+00
-71.000E-06,+3.170854237E+00,+0.0E+00,+3.276381874E+00
-70.900E-06,+3.145728610E+00,-10.050251E-03,+3.281407000E+00
-70.800E-06,+3.135678358E+00,-10.050251E-03,+3.241205995E+00
-70.700E-06,+3.140703484E+00,+0.0E+00,+3.251256247E+00
-70.600E-06,+3.135678358E+00,-5.025126E-03,+3.251256247E+00
-70.500E-06,+3.135678358E+00,+0.0E+00,+3.291457251E+00
-70.400E-06,+3.135678358E+00,+0.0E+00,+3.241205995E+00
-70.300E-06,+3.140703484E+00,+0.0E+00,+3.261306498E+00
-70.200E-06,+3.135678358E+00,-25.125628E-03,+3.266331623E+00
-70.100E-06,+3.135678358E+00,+0.0E+00,+3.276381874E+00
-70.000E-06,+3.140703484E+00,-5.025126E-03,+3.236180870E+00
-69.900E-06,+3.135678358E+00,-5.025126E-03,+3.281407000E+00
-69.800E-06,+3.135678358E+00,-10.050251E-03,+3.261306498E+00
-69.700E-06,+3.135678358E+00,+0.0E+00,+3.266331623E+00
-69.600E-06,+3.135678358E+00,-5.025126E-03,+3.261306498E+00
-69.500E-06,+3.135678358E+00,+0.0E+00,+3.266331623E+00
-69.400E-06,+3.135678358E+00,+0.0E+00,+3.281407000E+00
-69.300E-06,+3.135678358E+00,+0.0E+00,+3.276381874E+00
-69.200E-06,+3.140703484E+00,-5.025126E-03,+3.261306498E+00
-69.100E-06,+3.135678358E+00,+0.0E+00,+3.266331623E+00
-69.000E-06,+3.135678358E+00,+0.0E+00,+3.296482377E+00
-68.900E-06,+3.135678358E+00,+0.0E+00,+3.276381874E+00
-68.800E-06,+3.135678358E+00,+0.0E+00,+3.271356749E+00
-68.700E-06,+3.135678358E+00,+0.0E+00,+3.241205995E+00
-68.600E-06,+3.135678358E+00,-15.075377E-03,+3.281407000E+00
-68.500E-06,+3.145728610E+00,+0.0E+00,+3.256281372E+00
-68.400E-06,+3.140703484E+00,+0.0E+00,+3.271356749E+00
-68.300E-06,+3.135678358E+00,-15.075377E-03,+3.256281372E+00
-68.200E-06,+3.135678358E+00,+0.0E+00,+3.251256247E+00
-68.100E-06,+3.140703484E+00,-15.075377E-03,+3.261306498E+00
-68.000E-06,+3.135678358E+00,-15.075377E-03,+3.286432126E+00
-67.900E-06,+3.130653233E+00,-10.050251E-03,+3.251256247E+00
-67.800E-06,+3.135678358E+00,-10.050251E-03,+3.276381874E+00
-67.700E-06,+3.135678358E+00,-10.050251E-03,+3.286432126E+00
-67.600E-06,+3.135678358E+00,+0.0E+00,+3.271356749E+00
-67.500E-06,+3.135678358E+00,-10.050251E-03,+3.276381874E+00
-67.400E-06,+3.135678358E+00,+0.0E+00,+3.271356749E+00
-67.300E-06,+3.125628107E+00,+0.0E+00,+3.276381874E+00
-67.200E-06,+3.145728610E+00,-10.050251E-03,+3.276381874E+00
-67.100E-06,+3.150753735E+00,-20.100502E-03,+3.266331623E+00
-67.000E-06,+3.135678358E+00,+0.0E+00,+3.241205995E+00
-66.900E-06,+3.135678358E+00,-5.025126E-03,+3.296482377E+00
-66.800E-06,+3.135678358E+00,+0.0E+00,+3.261306498E+00
-66.700E-06,+3.135678358E+00,+0.0E+00,+3.266331623E+00
-66.600E-06,+3.135678358E+00,-5.025126E-03,+3.286432126E+00
-66.500E-06,+3.135678358E+00,+0.0E+00,+3.261306498E+00
-66.400E-06,+3.135678358E+00,+0.0E+00,+3.256281372E+00
